20/1/2020|24/1/2020|BACHOCO|B|80.00|160000.00|12800000.00
20/1/2020|24/1/2020|FRMXNX|N|562.78|232613.00|130909944.14
20/1/2020|24/1/2020|FRMXNX|N|562.78|433734.00|244096820.52
20/1/2020|24/1/2020|PINFRA|L|138.00|370063.00|51068694.00
20/11/2023|24/11/2023|IB1MXX|N|7343.12|54874.00|402946366.88
20/12/2021|24/12/2021|GRUMA|B|260.00|445617.00|115860420.00
20/3/2023|24/3/2023|VDST|N|944.77|371110.00|350613594.70
20/3/2023|24/3/2023|VMSTX|N|2327.50|255280.00|594164200.00
20/3/2023|24/3/2023|VMSTX|N|2331.56|132521.00|308980662.76
20/4/2020|24/4/2020|IB1MXX|N|592.84|734500.00|435440980.00
20/4/2020|24/4/2020|VOO|*|6400.71|274570.00|1757442944.70
20/5/2019|24/5/2019|ALPEK|A|23.45|1250000.00|29312500.00
20/5/2024|24/5/2024|EUNK|N|1447.32|122650.00|177513798.00
20/5/2024|24/5/2024|VMSTX|N|2656.67|60184.00|159889027.28
20/5/2024|24/5/2024|VMSTX|N|2662.90|78873.00|210030911.70
20/5/2024|24/5/2024|XTMXX|N|6267.19|25520.00|159938688.80
20/6/2022|24/6/2022|NAFTRAC|ISHRS|47.79|3000000.00|143370000.00
20/6/2022|24/6/2022|NAFTRAC|ISHRS|47.80|3000000.00|143400000.00
20/7/2020|24/7/2020|IBTMXX|N|599.70|230070.00|137972979.00
20/7/2020|24/7/2020|LQDA|N|146.27|658327.00|96293490.29
20/7/2020|24/7/2020|MBIL|N|2040.55|166707.00|340173968.85
20/7/2020|24/7/2020|ZPR1|N|2256.31|41477.00|93584969.87
20/7/2020|24/7/2020|ZPR1|N|2260.07|19534.00|44148207.38
20/9/2021|24/9/2021|FIBRAPL|14|44.55|2000000.00|89100000.00
21/10/2019|25/10/2019|HCITY|*|16.50|6900000.00|113850000.00
21/11/2022|25/11/2022|ESGMEX|ISHRS|44.59|900000.00|40131000.00
